id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38187351,Berry Life | Mystic Colours Concept (Suite),11635163,Güner-Berivan,,Beyoglu,41.03643,28.97522,Entire home/apt,471,1,6,2020-08-21,0.27,40,358,2,
38187695,Berry Life | Istanbul Modern Concept (Suite),11635163,Güner-Berivan,,Beyoglu,41.03643,28.97522,Entire home/apt,467,1,25,2020-12-23,2.17,40,339,14,
38188282,Berry Life | Turkish Delight Concept (Suite),11635163,Güner-Berivan,,Beyoglu,41.03735,28.97472,Entire home/apt,447,1,8,2021-08-05,0.37,40,357,6,
38197336,Enjoy Nature at Luxury 3BR Flat Near Airport,196224207,Zilal,,Eyup,41.1862,28.87998,Entire home/apt,958,20,1,2019-11-23,0.04,11,118,0,
38198089,Paradise | Purple Sky Concept (Sea View Terrace),11635163,Güner-Berivan,,Beyoglu,41.03595,28.97281,Entire home/apt,447,1,70,2021-10-18,2.66,40,331,34,
38199031,EMLAK KONUT ISPARTAKULE EVLERİ,152956355,Shabib,,Avcilar,41.07531,28.70861,Entire home/apt,575,1,0,,,1,302,0,
38199296,Bosporus full modern cosy flat with WiFi,134366140,Chris,,Besiktas,41.0654,29.03135,Entire home/apt,719,3,0,,,1,89,0,
38202873,* Boshorus and Old Istanbul View Central in Taksim,39825244,Gökhan,,Beyoglu,41.02945,28.98287,Private room,506,1,2,2019-09-22,0.08,1,365,0,
38202970,Centre Of İstanbul Near Taksim near Nişantaşı,290283636,Bekir,,Sisli,41.050434,28.986998,Entire home/apt,527,4,2,2019-10-18,0.08,2,89,0,
38203436,8-person bunk bed with shared bathroom,8253194,Mr Ramazan,,Fatih,41.00312,28.97191,Private room,529,1,3,2020-11-16,0.15,12,365,1,
38203957,"Istanbul City House Room 6, Old Town Istanbul",165765800,Sinan,,Fatih,41.01423,28.96882,Entire home/apt,195,2,23,2021-10-12,0.89,5,0,9,
38204660,Kağıthane,289331608,Enes,,Kagithane,41.06665,28.96037,Private room,96,1,0,,,3,179,0,
38205057,EMIRGANLI OTTOMAN HOUSE d 3. Kat daire 3,100726327,Emirganli Suites,,Sariyer,41.10278,29.0521,Entire home/apt,1845,2,0,,,3,363,0,
38205600,VİLLA EMIRGANLI forest and bosphorus viewing,100726327,Emirganli Suites,,Sariyer,41.18517,29.04878,Entire home/apt,8625,3,0,,,3,150,0,
38206427,DOUBLE ROOM -OLD CİTY CENTRE GREAT OCATİON,23018207,Ramazan,,Fatih,41.0041,28.97727,Hotel room,664,1,3,2019-09-29,0.39,11,365,2,
38207133,Bedroom Family Room With Balcony heart of history,8253194,Mr Ramazan,,Fatih,41.00387,28.97092,Entire home/apt,1322,2,2,2021-06-26,0.38,12,321,2,
38207398,Peace place,211270914,Narmin,,Sisli,41.06163,28.98677,Entire home/apt,383,5,0,,,2,363,0,
38207996,Boraim’s Apartment,290323765,Mohammed,,Esenyurt,41.0588,28.66867,Entire home/apt,575,3,0,,,1,302,0,
38211070,şişli kurtuluş merkezde günlük kiralık daire,163163018,Aylin,,Sisli,41.04767,28.98156,Private room,100,1,0,,,1,364,0,
38211467,Private Room with 1+2 Beds Şişli Central Location,290353861,Ayberk Konuralp,,Sisli,41.06146,28.97857,Private room,178,1,0,,,1,364,0,
38212015,2 Bedroom Family Room heart of history Sultanahmet,8253194,Mr Ramazan,,Fatih,41.0035,28.9713,Entire home/apt,1230,2,15,2021-08-25,2.09,12,359,15,
38214713,Family house in a peaceful district,131038704,Utku,,Bakirkoy,40.98809,28.84368,Private room,356,1,0,,,1,89,0,
38214910,İstanbul Şişli nışantaşın’da tüm stüdyo daire.,287208465,Yunus Levent,,Sisli,41.05479,28.99171,Entire home/apt,275,4,2,2020-02-17,0.71,19,356,1,
38219960,"Home, Room, Evlence",290423799,Tolga,,Zeytinburnu,40.98341,28.89853,Entire home/apt,399,2,31,2021-10-05,1.53,1,166,25,
38221218,Sitede güvenilir bir konaklama,290436145,Gülcan,,Kucukcekmece,41.04123,28.77869,Private room,200,1,0,,,1,365,0,
38224873,Economy Double Room In Beyoğlu,286090194,Seyfulla,,Beyoglu,41.03735,28.98188,Private room,219,2,50,2020-12-21,2.35,16,355,22,
38224949,İSTANBULDAKİ EVİNİZ.,290461177,Burhan,,Fatih,41.00525,28.95319,Entire home/apt,225,1,0,,,1,90,0,
38225649,comfortable flat with the sea view,290462556,Belçiz,,Maltepe,40.93207,29.12352,Private room,160,1,1,2020-11-18,0.09,1,363,1,
38227297,Ozgurluk motor karavan...,290476972,Mehmet,,Avcilar,40.99894,28.71003,Entire home/apt,300,7,0,,,1,90,0,
38229465,Luxurious New Apartment in a  Brand New Building,25882515,Wasim,,Esenyurt,41.02457,28.66112,Entire home/apt,268,180,2,2019-10-11,0.08,1,363,0,
38229793,Cozy room in city center/Kurtulus close to Taksim.,153557010,Furkan,,Sisli,41.0504,28.97991,Private room,150,7,2,2020-01-12,0.09,1,294,0,
38230085,The pearl of bosphorus,290483456,Okan Can,,Besiktas,41.05096,29.02176,Entire home/apt,1917,1,2,2021-09-23,0.08,1,179,1,
38230818,"3 bedrooms, 2 bathrooms, 2 ACs Taksim, central",4865688,Fazilet,,Beyoglu,41.02782,28.97526,Entire home/apt,430,1,0,,,13,1,0,
38233912,A HOMEY HOTEL NEAR BY CENTRE,277400440,Ozan,,Bakirkoy,40.97886,28.8771,Hotel room,150,1,4,2020-01-06,0.16,1,288,0,
38234081,Next to Koza WOS Tennis Academy 2+1 Recidence,290486272,Serdar,,Esenyurt,41.06011,28.66632,Entire home/apt,958,1,0,,,1,364,0,
38235299,آدم اسطنبول - كايا شهير - باشاك شهير,49601982,Ayham,,Basaksehir,41.12097,28.76686,Entire home/apt,1054,2,0,,,2,52,0,
38237325,Kozyy Avm yakınında,290550436,Gül,,Kadikoy,40.9714,29.09078,Private room,240,2,1,2019-09-03,0.04,1,173,0,
38243129,"Private room-shared with the host,the city center",290631742,Faith,,Kagithane,41.06844,28.97439,Private room,93,1,0,,,1,180,0,
38247365,BlueHomeSuit,290664557,Emrah,,Kartal,40.89158,29.18745,Hotel room,414,1,2,2019-10-02,0.08,1,364,0,
38248469,AMAZING FLAT 1+1 AT CENTRE OF KADIKÖY,271105103,Onur,,Kadikoy,40.98852,29.02282,Entire home/apt,1100,1,1,2020-01-01,0.04,1,0,0,
38249529,heart of taxim ...clean and safe for family,223896134,Melissa,,Sisli,41.04419,28.98448,Entire home/apt,500,1,0,,,3,179,0,
38250285,2 Connected Apartments at Sultanahmet( 9+1 pax ),23018207,Ramazan,,Fatih,41.00406,28.97646,Entire home/apt,1240,1,17,2021-09-09,0.76,11,363,11,
38251067,"Cozy flat, good for students or up to 4 travelers.",56694103,Allen,,Kagithane,41.08114,29.0043,Entire home/apt,192,2,1,2020-01-20,0.05,1,214,0,
38251669,Taksim_Minel_apart_13,289092212,Minel,,Beyoglu,41.03455,28.97616,Entire home/apt,286,2,3,2019-12-15,0.12,1,364,0,
38252079,GALATATOWER&Perfect Location&Sea view,244158557,Gülşen,,Beyoglu,41.02842,28.9773,Entire home/apt,1146,2,19,2021-04-10,0.74,5,343,1,
38252213,"Big, nice bedroom near Kadıköy",140026202,Ayşe,,Uskudar,41.00197,29.05989,Private room,140,1,1,2021-10-08,1,1,89,1,
38254534,Istanbul Beylikduzu 2+1 apartment in luxury complx,290164479,Sahmurat,,Esenyurt,41.0245,28.63749,Entire home/apt,3805,1,0,,,1,364,0,
38255571,Şişli nişantaşında rezidans tipi stüdyo temiz,275793862,İlyas,,Sisli,41.05628,28.99032,Entire home/apt,399,3,5,2020-01-04,0.19,10,364,0,
38256022,Istanbulun merkezi sislide sadece bayan konuklara,290728492,Pinar,,Sisli,41.06203,28.98431,Shared room,100,1,0,,,1,363,0,
38257530,Excellent Bosphorus view. Disinfection every time,172469903,Hakan,,Uskudar,41.02343,29.01202,Entire home/apt,1715,2,27,2021-09-26,1.22,1,117,15,
38257783,Deniz manzaralı,290740943,Azad,,Fatih,41.00325,28.93347,Private room,278,1,0,,,1,90,0,
38259768,Aileye uygun büyük 2+1 daireler,290756599,Geriye,,Sisli,41.06431,28.97797,Entire home/apt,750,1,1,2019-09-28,0.04,1,365,0,
38260374,Cozy Room in Kartal Coast,113414018,Ufuk,,Kartal,40.90206,29.1586,Private room,115,1,3,2019-09-18,0.11,1,365,0,
38262184,Tüyap fuar ve kongre merkezine 5 dakika,290036514,Ferdi,,Esenyurt,41.02484,28.62516,Private room,250,1,0,,,1,365,0,
38263111,Modern 1+1 Flat near Osmanbey Metro at City Center,197720996,Ulaş,,Sisli,41.04779,28.98128,Entire home/apt,517,1,48,2021-07-21,1.94,1,172,19,
38263273,room for single,290792985,Gorkem,,Kagithane,41.08556,29.00482,Private room,100,1,1,2019-09-25,0.04,1,182,0,
38263526,Safe and peaceful house in the center of Istanbul,244762014,Özkan,,Gungoren,41.00832,28.88515,Private room,300,1,1,2019-09-05,0.04,1,363,0,
38270162,Spacious 3 bed apartment at Kyrenia harbour,289052849,Aigerim,,Kagithane,41.08274,28.99764,Entire home/apt,790,3,0,,,1,180,0,
38270652,Merkezi konum heryere yakin beyoglu tarlabasi,252258026,Harun,,Beyoglu,41.0386,28.97731,Private room,100,1,0,,,1,179,0,
38276099,"3C: Cheap, clean and cosy :)",88642082,Zehra,,Fatih,41.02634,28.95262,Private room,97,1,0,,,1,212,0,
38276900,Room A (Int. Flat - Female Only) (Utilities Inc),167360748,Cansu,,Sisli,41.06186,28.99682,Private room,92,29,0,,,5,6,0,
38277912,Private room in Gümüşsuyu,207745814,Ahmet,,Beyoglu,41.03535,28.9915,Private room,223,1,0,,,1,89,0,
38279898,La Casa25,290291469,Nurten,,Fatih,41.03119,28.94536,Entire home/apt,314,3,2,2021-10-08,0.08,1,178,1,
38280748,Kadıköy'ün kalbi MODA'da nezih konaklamanın adresi,289949651,Cesur,,Kadikoy,40.98745,29.03275,Entire home/apt,370,1,19,2020-08-15,0.78,5,361,6,
38283853,Palmera Old City Hotel,291024092,Vedat,,Fatih,41.00326,28.96408,Private room,414,1,0,,,6,364,0,
38285263,"2 BR: Golden Horn Views, Peloton, Fiber Internet!",46353018,Peter,,Beyoglu,41.03207,28.96435,Entire home/apt,758,10,12,2019-10-06,0.50,1,14,4,
38286873,Disinfected Townhouse  w Backyard Balcony★Cihangir,23037290,Ömer,,Beyoglu,41.02919,28.98048,Entire home/apt,1050,6,50,2020-11-05,2.04,4,256,17,
38287262,50m2 Private Terrace-Breathtaking View!,258814514,Salih Buğra,,Beyoglu,41.02507,28.9743,Entire home/apt,1233,2,156,2021-10-12,6.06,8,164,80,
38289561,Apartment with big Terrace in Central Istanbul. 16,259032796,Ramood,,Sisli,41.05175,28.98648,Entire home/apt,1054,3,0,,,15,365,0,
38295126,Tesvikiye Great location Sunny Room,291013481,Fatih Kubilay,,Sisli,41.04934,28.99669,Private room,140,5,1,2020-02-15,0.05,2,365,0,
38297032,Home Sweet Home,291182668,Merve,,Sisli,41.05479,28.98378,Private room,250,1,1,2019-12-30,0.04,2,365,0,
38301991,Ev konforunda otel,176694600,Mustafa,,Tuzla,40.81548,29.3037,Hotel room,300,1,0,,,1,180,0,
38305703,Stylish☆ Apartment in Artist Central- Suma Awaits♥,2590728,Sureyya Alican,,Beyoglu,41.02528,28.96965,Entire home/apt,812,2,6,2019-09-07,0.24,2,0,0,
38307459,Private room in Center kadiköy,291245512,Halil Ibrahim,,Kadikoy,40.9894,29.03544,Private room,178,1,15,2021-08-10,0.60,1,27,3,
38307587,"Seafront, Airy Townhouse near Hagia Sophia",122182599,Amy,,Fatih,41.00323,28.98097,Private room,4792,1,0,,,1,364,0,
38311874,comfort home,291277216,Emre,,Beyoglu,41.03905,28.98275,Entire home/apt,250,3,3,2020-10-31,0.21,2,341,1,
38315569,Hourly or Daily Room,68058012,Cahit,,Avcilar,40.98056,28.74518,Private room,144,1,0,,,1,90,0,
38317885,"Cosy, Bright and Central Flat",18253865,Hazal,,Besiktas,41.06034,29.0078,Private room,223,2,0,,,1,90,0,
38319277,Daire ve isteyene oda kiralama olur,291444140,Serkan,,Umraniye,41.00794,29.15316,Private room,158,1,0,,,1,91,0,
38325229,Minimal Lux,246861626,Yunus,,Sancaktepe,40.99638,29.2257,Entire home/apt,1001,2,20,2021-10-12,0.82,1,89,2,
38335203,Spacious Flat 3 BR&2BA! 2 mins to Taksim Square,19798022,Nova,,Beyoglu,41.03413,28.98321,Entire home/apt,1511,2,66,2021-09-10,2.64,26,348,25,
38336216,Room C (Int. Flat - Female Only) (Utilities Inc),167360748,Cansu,,Sisli,41.06045,28.99627,Private room,93,29,0,,,5,60,0,
38337404,"Near to Shopping center, Metro , city center",291268557,Gholamreza,,Kagithane,41.079,29.00614,Entire home/apt,709,3,1,2019-10-22,0.04,3,364,0,
38337732,Your house in Kuzguncuk.(Üsküdar Centre),291731327,Can,,Uskudar,41.02769,29.03282,Private room,100,1,0,,,1,86,0,
38339252,Room F (Int. Flat - Female Only) (Utilities Inc.),167360748,Cansu,,Sisli,41.0625,28.99611,Private room,70,29,0,,,5,58,0,
38340837,Room E (Int. Flat - Female Only) (Utilities Inc.),167360748,Cansu,,Sisli,41.06124,28.99647,Private room,60,29,0,,,5,58,0,
38341701,شقه  في قلب اسطنبول شيشيلي,264909828,Almudaris,,Sisli,41.05274,28.97965,Entire home/apt,671,3,17,2021-08-04,0.66,1,364,1,
38345447,"Hospitable, central and 5 min. walk to sea side",18095442,Mert,,Besiktas,41.05382,29.02413,Private room,130,1,0,,,1,179,0,
38349064,Hagia Sophia Double Private Room in Sultan Ahmet,283271701,Serdarr,,Fatih,41.0087,28.97756,Private room,444,2,25,2020-07-22,1.15,9,361,9,
38350106,Alaa elden,291842222,Basma,,Sisli,41.04263,28.98457,Entire home/apt,557,1,0,,,1,365,0,
38350361,Beykoz merkezde  konforlu bir daire içi yapılı,111508447,Can,,Beykoz,41.16137,29.088,Private room,192,1,0,,,1,179,0,
38350749,A great view of the Bosphorus. Rooftop location.,290486894,Gözde,,Besiktas,41.05068,29.02698,Entire home/apt,311,2,2,2019-09-28,0.08,1,0,0,
38352330,3Private double room in a same building(cityCentre,283271701,Serdarr,,Fatih,41.0035,28.97704,Private room,1429,2,0,,,9,365,0,
38354462,Cute house in the heart of  İstanbul,291868950,Tahir,,Beyoglu,41.025,28.97641,Entire home/apt,450,2,16,2020-01-26,0.64,1,145,6,
38355592,Comfortable in the heart of the historic peninsula,77957242,Ihsan Yasar,,Fatih,41.02057,28.92762,Entire home/apt,780,10,1,2020-09-10,0.07,3,173,0,
38357098,"Ultra lux ,Komforlu,Modern Ev Şişli Merkez",291864552,Kaan,,Sisli,41.05757,28.9858,Entire home/apt,623,1,9,2021-03-26,0.42,14,337,5,
38357622,Airbnb Legend! Safe and central +++,164048600,Tevfik,,Beyoglu,41.03661,28.97374,Private room,250,1,28,2020-12-31,1.10,2,358,7,
38358956,Taksim meydan'da çok geniş lux  mutfaklı daireler,290697555,Taksim Center Hotel,,Beyoglu,41.03811,28.98102,Entire home/apt,1950,1,2,2020-10-04,0.21,2,365,1,
38360874,Nisantasi perfect location aparment,7766988,Aysegul,,Sisli,41.05017,28.99513,Entire home/apt,2227,2,0,,,2,365,0,
38360978,Perfect location next to citys in nisantasi,7766988,Aysegul,,Sisli,41.04948,28.99497,Entire home/apt,1917,1,0,,,2,365,0,
38365939,"At the heart of Beşiktaş, Cozy & Comfortable Flat",68311714,Doğukan,,Besiktas,41.04447,29.00091,Entire home/apt,425,2,27,2021-09-27,1.05,1,302,10,
38368905,Ev arkadaşı,274466386,Zafer,,Umraniye,41.00807,29.13019,Private room,958,1,0,,,1,179,0,
38369881,Cozy Apartment with Fascinating Bosphorus View in Uskudar,397256370,Ugur,,Uskudar,41.05932,29.06343,Entire home/apt,1727,1,50,2021-09-11,1.96,93,179,12,
38371805,Luxury Forest Dublex 15mins To Istanbul Airport,196224207,Zilal,,Eyup,41.18671,28.88031,Entire home/apt,1438,20,6,2019-10-25,0.25,11,302,1,
38371806,My home in kadıköy bahariye street and city center,88678678,Özden,,Kadikoy,40.98851,29.03062,Private room,110,2,19,2020-10-26,0.82,1,158,6,
38371983,Highly Hygienic Suite with AC  at Taksim Square,153296560,Tugce,,Beyoglu,41.03507,28.98478,Entire home/apt,655,2,49,2021-07-23,2.29,2,361,26,
38374881,1+1 Daire,255248888,Soner,,Avcilar,41.00496,28.70731,Entire home/apt,220,7,0,,,5,365,0,
38377789,Sultangazi flat,287753398,Yunus,,Sultangazi,41.09582,28.88397,Entire home/apt,2000,1,0,,,1,180,0,
38382934,"Stylish, Historical, Everything is new, near Metro",39447169,Hulya,,Sisli,41.05003,28.98126,Entire home/apt,958,3,21,2020-01-16,0.91,1,212,0,
38391831,Doğayla Bütün Cennetden Bir Köşe,292456795,Onur,,Bakirkoy,40.98156,28.79049,Private room,950,1,0,,,1,181,0,
38397423,Galata Studio Terrace - 1 / Taksim / Beyoğlu,276855461,Aslı,,Beyoglu,41.02514,28.97452,Entire home/apt,620,1,0,,,1,91,0,
38397586,Apartment in Lively Area with Stunning Lake View!,292497974,Ashraf,,Esenyurt,41.05918,28.66633,Entire home/apt,949,3,2,2021-06-12,0.08,1,357,1,
38397852,Safran Flats / Basement Room-Sleeps up to 4 people,33449337,Yilmaz,,Fatih,41.00538,28.97222,Hotel room,2267,1,0,,,2,180,0,
38398191,Economic Studio in Taksim Square,266904815,Ayhan,,Beyoglu,41.03639,28.98098,Entire home/apt,245,3,32,2021-10-14,1.28,10,363,6,
38400316,Heart Of Taksim very nice apartment,171487804,Imen,,Beyoglu,41.03489,28.98106,Entire home/apt,556,2,0,,,2,364,0,
38400356,Standard Double Room,279352625,Nu,,Fatih,41.00548,28.97144,Private room,490,1,2,2019-09-09,0.08,2,365,0,
38400909,Standard Triple Room,279352625,Nu,,Fatih,41.00541,28.97313,Private room,657,1,2,2019-10-13,0.09,2,365,0,
38401697,Flat 10 Taksim City Center,34334297,Ertan,,Beyoglu,41.03595,28.98113,Entire home/apt,333,2,31,2021-06-07,1.24,8,156,13,
38401938,ULUS'DA BAHCE KATI 1+1,292526580,Meral,,Besiktas,41.07373,29.02243,Entire home/apt,650,3,0,,,1,365,0,
38402582,Very Central Location 19thCentruy Artist Apartment,198774995,Birim,,Beyoglu,41.03298,28.98191,Entire home/apt,456,3,15,2020-02-23,0.64,3,332,1,
38402801,Le Safran Palace Hotel,292535505,Le Safran Palace Hotel,,Fatih,41.01089,28.97534,Hotel room,390,1,4,2020-03-09,0.19,2,362,1,
38404061,1BR Singel Apartment with full Kitchenette 5Floor,6540040,Barbaros,,Fatih,41.00368,28.96443,Entire home/apt,266,2,36,2021-09-01,1.44,17,349,9,
38404065,Cihangir’de geniş dairede bir oda (2 min to metro),292544253,Muhammet,,Beyoglu,41.03593,28.98561,Private room,140,1,0,,,1,364,0,
38404811,Chic and historical flat in Cihangir,77691446,Betigül,,Beyoglu,41.03262,28.98433,Private room,185,3,0,,,1,0,0,
38405013,"Quite palce, all furniture is new, new builiding",292511116,Reza,,Esenyurt,41.00861,28.6704,Entire home/apt,575,3,0,,,1,88,0,
38405656,Cosy Flat / Heart of İstanbul / Galata,292566044,Ekin,,Beyoglu,41.02614,28.97721,Entire home/apt,625,1,0,,,1,91,0,
38407915,Sero Home,291718589,Seray,,Beylikduzu,41.01202,28.63968,Private room,161,1,0,,,1,89,0,
38408103,Cozy flat with beautiful view in central Besiktas,134066120,Senay,,Besiktas,41.04359,29.00924,Private room,278,1,1,2021-09-30,1,1,364,1,
38411093,Vintage Home and Room in Heart of Kadikoy,257218970,Recep,,Kadikoy,40.98871,29.02384,Private room,60,150,0,,,1,364,0,
38419792,Luks tasarım rezidance daire 2+1 ve 1+1(denizmnzrl,292786095,Damla,,Kartal,40.90935,29.21518,Private room,668,1,0,,,1,91,0,
38422794,"Apartment for Groups, Old City Center..",23018207,Ramazan,,Fatih,41.00366,28.97712,Entire home/apt,4852,1,0,,,11,365,0,
38423166,Suit 7 Taksim City Center,34334297,Ertan,,Beyoglu,41.03659,28.98046,Entire home/apt,334,2,28,2021-08-04,1.16,8,147,17,
38426069,Misafir ağırlamak benim için,292605004,Oktay,,Bahcelievler,40.99486,28.84396,Private room,240,1,0,,,1,180,0,
38427245,"Nah am Wasser, sehr ruhige Lage , grün ,",292868143,Zehra,,Sile,41.17445,29.6234,Entire home/apt,557,7,0,,,1,363,0,
38429623,شقة مميزه في مجمع Akoza Luxury apartment 3bedroom,292893900,Mohammed,,Esenyurt,41.05781,28.66679,Entire home/apt,1150,14,0,,,3,365,0,
38432141,Keyfli tatil geçireceğiniz istanbuldaki eviniz.,284492495,Kubilay,,Fatih,41.00432,28.97998,Entire home/apt,1448,1,0,,,1,365,0,
38432313,Luxury apart in taksim,171487804,Imen,,Beyoglu,41.03394,28.98444,Entire home/apt,889,1,0,,,2,364,0,
38434418,"2+1 in new town, private bedroom",240236059,Ilyas,,Bakirkoy,40.98007,28.88181,Private room,150,14,0,,,1,363,0,
38435637,شقة مفروشه مميزه في Akozaالسكني Luxury apartments,292893900,Mohammed,,Esenyurt,41.05935,28.66902,Entire home/apt,1150,3,0,,,3,268,0,
38435813,شقة سكنيه مميزه فيه مجمع Akoza السكني,292893900,Mohammed,,Esenyurt,41.05851,28.66752,Entire home/apt,1054,14,0,,,3,365,0,
38444496,"11. Floor city wiew,gym,kid park,car park",255934674,Salih,,Zeytinburnu,41.01597,28.9068,Entire home/apt,357,1,25,2020-09-11,1.04,1,361,9,
38445471,"In Center of Istanbul, comfortable, clean, large..",33754057,Selim,,Fatih,41.01669,28.9494,Entire home/apt,863,5,14,2021-10-16,0.55,1,90,4,
38445864,Good location btw Moda street & seaside with A.C.,140715458,Melike,,Kadikoy,40.98525,29.02263,Private room,211,3,9,2021-08-01,0.68,1,178,6,
38448573,Cozy and Friendly place in Cihangir,73501776,Hakan,,Beyoglu,41.03312,28.98185,Entire home/apt,277,2,6,2020-01-03,0.23,1,364,0,
38450142,"Luxury suit, very comfortable and cool location",291042678,Tansu,,Beyoglu,41.03003,28.98003,Entire home/apt,667,1,0,,,1,364,0,
38450679,Apartment with breakfast,232084369,Hossein,,Beylikduzu,40.98749,28.62181,Shared room,125,1,0,,,1,157,0,
38450946,Cihangir / Boğaz Manzaralı Daire,293118877,Tuba,,Beyoglu,41.03248,28.98762,Private room,210,1,0,,,1,364,0,
38455092,"Design Family Apartment 3 ROOMS,5 min to Taksim",40980307,Ismail-HK,,Beyoglu,41.032753,28.986198,Entire home/apt,722,2,23,2021-08-26,0.89,5,268,8,
38458553,Adalarda deniz manzaralı,293184158,Alaettin,,Adalar,40.88432,29.06668,Shared room,853,1,0,,,2,365,0,
38458701,Ev,293184158,Alaettin,,Adalar,40.88315,29.06609,Private room,479,1,0,,,2,91,0,
38460299,Taksim Square -Terrace-La Casa Home Concept,43949498,Yigit,,Beyoglu,41.03403,28.98321,Entire home/apt,458,1,64,2021-01-13,2.99,17,360,46,
38460543,Cihangir 1+1 flats  Taksim  İstiklal,70980869,Uğur,,Beyoglu,41.0315,28.9831,Entire home/apt,330,7,24,2021-04-18,0.94,2,295,9,
38460673,Cihangir flat close to Karakoy and Taksim,5045444,Pelin,,Beyoglu,41.02851,28.98154,Entire home/apt,300,2,8,2020-03-23,0.36,1,61,2,
38469351,Isfanbul Holiday Home & Suites,17950218,Isfanbul,,Eyup,41.07387,28.91679,Hotel room,3341,1,0,,,1,364,0,
38471655,Room for Travellers In the Centre of Istanbul,293269120,Güven,,Uskudar,41.02335,29.01927,Private room,192,1,5,2019-10-14,0.19,1,179,0,
38474705,"Cozy, pleasant flat in the heart of Beşiktaş!",155565800,Gökçe,,Besiktas,41.04878,28.9983,Entire home/apt,280,2,0,,,1,148,0,
38475257,Stylish Triplex Home with An Impressive Collection - 15 Minutes to Taksim,397256370,Ugur,,Sisli,41.0452,28.97885,Entire home/apt,660,2,42,2021-09-21,1.66,93,151,14,
38479474,5 mins to Airport Villa Room With Breakfast,1754703,Andy,,Arnavutkoy,41.23077,28.68749,Private room,208,1,89,2021-09-25,3.52,3,344,33,
38479856,Taksim,166778813,Arlen,,Beyoglu,41.03465,28.97751,Private room,288,1,1,2021-10-13,1,3,365,1,
38481668,Kadıköy'ün Kalbi Moda'da 7/24 Nezih konaklama,289949651,Cesur,,Kadikoy,40.98778,29.03358,Entire home/apt,370,1,17,2021-09-08,1.42,5,359,13,
38481734,Cozy Flat with Sea View Located in Cihangir,293104515,Fusus Ali,,Beyoglu,41.03084,28.98444,Private room,239,2,1,2021-09-01,0.51,2,142,1,
38482767,Peaceful Terraced House,293446913,Umut,,Sisli,41.04743,28.98218,Entire home/apt,446,4,22,2019-09-29,0.88,1,254,8,
38483774,Cosy Room & Apt in the Center of Sisli,59867913,Gökçe,,Sisli,41.06235,28.9864,Private room,111,3,0,,,1,363,0,
38490314,Kayra apartment,293473460,Eda Nur,,Beyoglu,41.02489,28.97653,Entire home/apt,625,1,0,,,1,91,0,
38491161,Paylaşmak güzeldir:),293512891,Halime,,Maltepe,40.95086,29.13088,Private room,90,1,0,,,1,167,0,
38492773,we are a family,258948873,Almira,,Beyoglu,41.03258,28.98144,Private room,286,1,0,,,4,180,0,
38498832,The most beatiful view with the amazing style,258952335,Merve,,Beyoglu,41.02941,28.98602,Entire home/apt,1800,3,4,2021-07-07,0.41,2,355,4,
38499595,Luxury Apartment in the heart of Nisantasi,292316064,Cinar,,Sisli,41.05099,28.99172,Entire home/apt,1572,2,0,,,1,89,0,
38499966,1+1 Luxury Furnished Apartment For Family &Couples,26511605,Onur,,Besiktas,41.0639,29.00364,Hotel room,632,1,9,2021-04-09,0.36,14,345,8,
38500068,2+1  Lüks Eşyalı Daire,26511605,Onur,,Besiktas,41.06613,29.00445,Hotel room,1143,1,0,,,14,346,0,
38500087,Luxury 2+1 Apartment For Family &Couples,26511605,Onur,,Besiktas,41.06431,29.00357,Entire home/apt,1114,1,0,,,14,347,0,
38500124,Nişantaşı merkezde modern işlevsel,46711561,Metin,,Sisli,41.0539,28.9937,Entire home/apt,671,5,0,,,2,363,0,
38500263,Temiz güvenilir,292607311,Suat,,Sisli,41.05732,28.98627,Entire home/apt,1917,1,0,,,1,179,0,
38504719,Warm and comfort 5 min Walking unitl centre,293618411,İra,,Sisli,41.07498,28.99602,Private room,90,1,1,2019-09-13,0.04,1,179,0,
38507213,2 Bedroom & 2 Bathroom Apartment with Sea View,209273081,Mehmet Nafiz,,Beyoglu,41.0322,28.97516,Entire home/apt,855,2,23,2021-08-23,0.96,6,346,7,
38514855,Nişantaşında şehir manzaralı daire,226373433,®️Serpil Dikmen®️,,Sisli,41.05281,28.98846,Private room,383,30,0,,,3,179,0,
38515490,Sahibinden Ulaşım Kolay Residence Stüdyo 1+0,293725938,Paris,,Esenyurt,41.02977,28.65647,Entire home/apt,192,20,0,,,2,89,0,
38518315,Center of Istanbul,293749803,Ek,,Atasehir,40.98295,29.11745,Private room,115,1,0,,,1,364,0,
38519123,Near to Bulgurlu Metro 3+1 Comfortable Home,172363005,Selim,,Uskudar,41.01652,29.07437,Private room,180,1,1,2019-10-13,0.04,1,89,0,
38521092,Pangaltıda metroya 1 dk uzaklıkta 2+1,292377527,Berk,,Sisli,41.05133,28.98431,Entire home/apt,575,1,1,2019-09-14,0.04,2,365,0,
38521656,Sweet Home,293786527,Wolf,,Atasehir,40.97481,29.14235,Private room,100,1,0,,,1,365,0,
38526890,Personal-Family vacations or work travels,293853819,Önder,,Avcilar,40.97714,28.74524,Entire home/apt,719,1,0,,,1,363,0,
